order_purchase_timestamp_encoded_days (recency),frequecy,payment_value
2025,1,35.38
2052,1,732.68
2082,1,159.31
2349,1,34.68
2074,1,58.27
1978,1,163.24
2162,1,1755.35
2092,1,160.88
2176,1,112.12
2380,1,32.68
1959,1,62.39
2566,1,363.51
1997,1,102.53
1942,1,135.84
2019,1,154.6
2159,2,343.08
1936,1,81.34
2023,1,45.32
2391,1,78.2
2079,1,29.78
2380,2,461.02
2033,1,87.06
2198,1,72.52
2283,2,58.59
1954,1,163.98
2062,1,83.17
1879,1,30.41
2010,1,189.0
2288,1,61.23
2112,1,73.65
2038,1,73.68
2271,1,41.59
2275,2,58.16
2217,1,91.08
2160,1,72.02
1916,1,77.11
2162,2,79.77
1912,1,267.0
2207,1,181.55
2297,1,722.05
2255,1,273.98
1981,1,534.46
1933,1,22.19
2007,2,82.8
2359,1,43.86
2438,1,29.62
1916,1,186.77
1896,1,150.54
1972,1,51.79
2078,1,177.49
2058,1,204.32
1883,1,169.94
2081,1,33.1
2378,2,49.42
2305,1,30.0
2061,2,111.1
2251,1,31.84
2249,1,78.1
2393,1,221.7
2044,1,51.32
2292,1,102.03
1898,1,33.95
1988,1,123.18
2060,1,21.43
2307,1,39.24
2247,1,207.61
1931,1,102.35
1946,1,339.94
2275,1,140.71
2069,1,142.1
2101,1,98.27
2002,1,199.72
2223,1,294.88
1934,1,47.82
2012,1,41.72
2178,1,102.2
1897,1,62.39
1932,1,33.72
1975,1,172.43
1896,1,274.9
1974,2,162.3
1992,1,110.0
2240,1,76.98
1936,1,40.24
2105,1,67.5
2212,1,287.38
1915,1,99.33
2261,1,409.54
2145,1,44.11
2470,1,28.46
2394,1,349.69
2119,1,144.99
2075,1,23.1
1894,1,123.85
2121,1,32.6
2134,1,88.37
2090,1,189.56
2337,1,75.53
2268,1,107.49
1991,1,71.06
2259,1,206.08
1898,1,41.27
2204,1,148.15
1948,1,80.45
2225,1,64.51
2041,1,90.39
2078,1,115.45
2296,1,697.09
2285,2,64.77
1882,1,50.93
2563,1,192.56
1913,1,164.01
1943,1,40.17
2058,1,165.96
2275,1,266.18
2091,2,338.37
1986,1,142.34
2385,1,119.51
2001,1,232.54
2295,1,91.66
1897,1,250.7
2023,1,98.16
1941,1,32.22
2300,1,86.64
2106,1,45.01
2319,2,74.14
2425,1,105.17
2433,1,193.45
2445,1,134.77
2426,1,78.47
1892,1,107.41
2054,1,50.63
2396,1,187.47
1963,1,169.82
2424,1,51.73
2143,1,558.77
1997,1,143.32
1930,1,143.98
2045,1,62.83
1912,1,58.28
2140,1,67.68
1987,2,299.74
1910,1,78.19
1979,1,139.8
2225,1,30.27
2058,1,71.04
2404,1,744.66
1960,1,175.08
2436,1,141.86
1899,1,39.21
2374,1,232.14
1958,1,76.29
2444,1,22.93
2342,1,28.85
1959,1,175.98
2183,1,685.56
2350,1,32.0
2212,1,373.69
1909,1,262.86
2080,1,161.23
2563,1,406.92
1963,1,185.85
2323,1,146.44
2058,1,56.78
2264,1,75.07
2120,1,71.04
2290,1,87.71
2401,1,104.38
2153,2,40.78
2219,1,1658.7
2036,1,1645.82
2134,1,36.28
1898,1,179.12
2151,1,61.05
2182,1,58.09
2231,1,85.16
1990,1,52.87
2044,2,233.99
2159,1,68.61
1917,2,40.25
2042,1,136.64
1999,1,313.53
2285,1,115.81
1996,1,114.61
2406,1,154.14
2371,1,244.52
1881,2,90.2
2272,1,191.58
2336,1,72.39
2029,1,130.69
2334,1,55.28
2185,1,67.76
2164,1,178.25
2079,1,275.66
1953,1,53.44
2048,1,97.13
2030,1,28.28
2283,1,123.79
2146,2,96.22
2083,1,131.61
2280,1,105.37
2133,1,117.38
2046,1,236.32
2152,1,163.6
1898,1,119.02
2268,1,24.1
2131,1,136.1
2247,1,54.62
1890,1,384.79
2412,1,44.42
1992,1,49.22
2403,1,134.91
2085,1,589.42
2100,1,278.38
2450,1,577.0
2324,1,53.01
2282,1,96.71
2099,1,117.17
2149,1,51.59
1980,1,110.18
2219,1,76.21
2169,1,132.95
2111,1,89.88
2404,1,414.06
2142,1,65.0
1962,1,347.52
1887,1,25.61
2001,1,136.5
2237,1,111.02
2271,1,105.28
2036,1,42.29
2054,1,111.2
2030,1,269.21
1984,1,110.55
2349,1,185.11
2200,1,29.77
2132,1,31.2
1985,1,16.38
2171,2,188.91
2150,1,77.66
2271,1,37.77
2342,1,65.0
2321,1,232.94
1883,1,300.48
2172,1,98.62
2420,1,57.68
2189,1,180.36
2102,1,61.01
2018,1,176.77
2211,1,217.55
2257,1,172.3
2359,1,75.53
2053,1,86.15
1974,1,84.57
1902,1,70.97
2233,1,74.16
2344,1,367.2
2025,1,88.9
2152,1,48.69
2143,1,365.99
2114,1,180.71
2160,1,135.08
2316,1,55.02
1982,1,133.71
1903,1,47.82
2190,1,349.87
1905,1,175.09
2011,1,138.41
2357,1,91.23
1885,2,134.28
2143,1,238.69
2227,1,305.63
1967,1,68.13
2065,1,23.78
1938,1,171.97
2152,1,27.75
2335,1,42.78
2037,1,131.62
2386,1,387.8
2078,1,159.6
1944,1,81.05
1980,1,40.23
2006,2,97.95
2146,1,72.05
2378,1,112.08
1959,1,86.64
1894,1,63.42
2189,1,97.87
2154,1,54.99
1992,1,99.9
1995,1,372.84
2043,1,41.96
2140,1,152.31
2101,1,416.55
2161,1,196.99
2151,1,64.0
2052,1,80.11
2347,1,253.01
2456,1,127.5
2258,1,670.92
2136,1,157.06
2063,1,62.31
2407,1,90.69
2257,1,60.78
2009,1,91.44
2125,1,76.66
1938,1,103.97
2229,1,137.99
1909,1,68.92
2013,1,81.5
2074,1,81.51
2131,1,103.44
2109,1,119.25
1920,2,86.87
2054,1,40.53
2362,1,228.02
2260,2,145.28
1891,1,142.43
1922,1,239.54
2409,1,66.47
2155,1,48.45
2142,1,201.15
2385,1,47.92
1957,1,148.49
2345,1,42.0
2408,1,375.13
2313,1,182.61
2283,1,146.71
1950,1,123.4
2229,1,55.1
2037,1,258.55
2153,1,121.3
2029,1,98.16
2264,1,70.31
1916,1,441.04
2103,1,195.9
2057,1,25.65
2343,1,102.03
1960,1,22.36
2307,1,196.4
2113,1,213.9
2029,1,67.36
2005,1,146.84
1981,1,52.34
2088,1,97.71
1949,1,413.53
2127,1,44.0
2336,1,28.0
2167,1,197.63
1937,1,87.62
1930,1,39.47
2199,1,72.42
2046,1,326.8
2079,1,67.5
2104,1,309.5
2142,1,90.99
2129,1,243.71
1953,1,66.88
2247,1,54.94
2044,1,42.78
2128,1,153.2
1934,1,139.02
2146,1,108.06
2001,1,304.47
1993,1,211.91
2024,1,91.18
2112,1,106.97
2141,1,35.01
2213,1,67.98
1988,2,184.09
2136,1,84.58
2157,2,114.2
2206,1,44.0
2017,1,61.32
1883,1,106.73
1975,1,61.98
2195,1,54.1
2071,1,122.5
2132,1,374.72
2061,1,178.72
2303,1,264.08
2182,1,85.38
2138,1,74.05
2106,1,57.59
2348,1,202.87
2384,1,242.76
2211,1,108.72
2416,1,88.2
2043,1,214.71
2050,1,133.99
2065,1,48.98
2142,1,127.02
2137,1,86.24
1989,1,78.2
2052,1,51.69
2199,1,86.73
2392,1,114.86
2380,1,117.53
1986,1,99.52
2338,1,106.38000000000001
1898,1,179.12
1954,1,606.59
1898,1,130.23
2158,1,190.37
2333,1,173.23
2216,1,58.85
2189,1,458.51
2314,1,195.54
1940,1,47.53
2333,1,110.4
1982,1,124.62
2142,1,46.78
2139,1,48.01
1945,1,118.35
2401,1,136.8
1908,1,44.2
2052,1,134.59
2336,1,80.0
2253,1,479.5
2032,1,504.09
2275,1,163.06
2045,1,37.37
2386,1,113.8
2017,1,56.23
2074,1,106.78
2336,1,85.34
2129,1,79.05
2354,1,233.78
2298,1,266.38
2225,3,450.19
1943,1,40.43
2287,2,240.33
2357,1,321.38
2165,1,953.53
1986,1,366.91
2252,1,137.07
2172,1,61.01
2323,1,535.97
2292,1,83.8
2134,1,137.99
1982,1,231.79
2134,1,242.42
2371,1,48.7
2023,1,242.59
1895,1,105.7
2153,1,84.43
2088,1,69.73
2339,1,204.19
2023,1,366.27
2125,1,132.03
2219,1,76.08
2436,1,20.52
1965,1,172.45
2335,1,86.15
2082,1,116.94
2327,1,86.84
1991,1,35.79
2104,1,81.72
2205,1,60.1
2156,1,54.05
2141,1,292.45
2002,1,97.38
2106,1,243.35
1951,1,173.8
1902,1,67.58
2131,1,152.0
2387,1,97.3
1956,1,50.13
2134,1,135.51
1900,1,439.33
2406,1,230.78
2099,1,416.55
2078,1,96.01
1900,1,229.6
2011,1,20.29
1889,1,610.92
1995,1,295.81
2043,1,229.25
2232,1,115.94
2005,1,76.28
2365,1,241.21
2306,1,250.07
2005,1,184.52
2224,1,111.02
2187,1,77.57
2229,1,90.98
2276,1,56.79
2247,1,68.89
2139,1,36.69
2022,1,1251.02
2267,1,90.75
1954,1,66.11
1997,2,114.53
2064,1,145.58
2151,1,43.09
2134,1,257.86
2263,1,157.22
2023,1,40.77
2163,1,68.62
2104,1,221.89
2310,1,29.29
2123,1,212.88
2070,1,123.52
2257,1,148.04
1989,1,69.14
2100,1,86.44
1981,1,385.03
1912,3,57.51
1912,1,145.91
2083,1,52.38
1990,1,53.22
2027,1,63.28
2028,1,337.09
2062,1,202.73
2150,1,59.24
2143,1,52.37
2075,1,63.27
2173,1,49.0
1973,1,386.34000000000003
2192,1,94.31
2248,1,223.68
2422,1,61.74
2040,1,102.31
2205,1,171.85
2046,1,175.08
2267,3,25.0
2226,1,348.07
2103,1,147.15
2234,1,1351.41
2289,1,194.48
2304,1,43.71
1904,1,159.94
2016,1,69.23
2049,1,139.98
2058,1,47.8
2033,1,168.65
2077,1,87.66
2196,1,310.2
2290,1,141.53
1980,1,157.67
2377,1,117.53
2060,1,42.59
2225,1,122.1
2165,1,72.14
1883,1,107.72
2263,1,77.53
2053,1,26.11
2028,1,131.82
2049,1,133.67
2030,1,217.61
2062,1,567.0
2017,1,134.59
2126,1,27.1
1912,2,357.09
2040,1,67.13
2199,1,90.18
1987,1,237.06
1950,1,872.74
2348,2,122.17
1918,2,511.43
2222,1,148.14
1946,1,876.24
2297,1,370.05
1960,1,32.37
1904,1,391.08
2150,1,43.09
2204,1,31.38
1959,1,291.72
2232,1,55.69
2113,1,223.81
2078,1,54.0
2128,1,147.44
2146,1,45.78
2338,1,85.14
2288,1,675.77
2151,1,36.75
2321,1,146.83
1977,1,21.04
2128,1,164.79
2000,1,225.16
2157,1,184.26
2104,1,162.39
2113,1,192.95
2298,1,52.05
2092,1,69.12
2303,1,1224.1
1987,1,47.82
2310,1,32.69
2109,2,53.1
1908,1,30.68
2042,2,164.36
2179,1,73.34
2352,2,144.2
2317,1,55.84
2050,1,177.03
2104,1,64.1
2034,1,287.77
2224,1,1730.04
1911,2,141.94
1989,1,57.23
2188,1,280.0
2141,1,83.73
2276,2,46.27
1932,1,347.5
2389,1,26.71
2091,1,71.04
2195,1,663.35
2069,1,142.31
1909,1,87.81
2395,1,33.71
1916,1,212.03
2165,1,86.15
2106,1,128.26
2400,1,147.64
2142,1,178.34
2274,1,78.2
2151,1,241.93
1911,1,112.73
2099,1,67.02
2106,1,97.21000000000001
1928,1,57.07
2104,1,163.06
1948,1,29.43
2177,1,162.29
2133,1,57.68
2040,1,75.2
2359,2,12.22
2152,1,166.29
2071,1,130.83
2143,1,151.84
1982,1,104.76
1992,1,67.22
2035,1,349.53
2153,1,141.32
2429,1,32.96
1897,1,69.69
2283,1,125.22
2108,1,274.45
2147,1,92.87
2068,2,76.18
1923,1,77.65
2285,1,64.1
2274,1,173.85
1979,1,183.13
2108,1,210.03
1945,1,85.11
2009,1,110.0
2100,1,105.11
2058,1,133.58
1941,2,63.83
2441,1,69.1
2355,2,411.94
2202,1,52.59
2177,1,149.54
2362,1,23.93
2086,1,59.33
2090,1,194.12
2022,1,226.91
1895,1,156.7
2000,1,50.22
2097,1,82.98
2049,1,216.96
2048,1,167.95
1937,1,131.66
2443,1,161.08
2098,1,214.41
1988,1,142.14
1894,1,92.41
1883,1,55.37
2151,1,65.53
2014,1,76.7
2104,1,170.12
2422,1,58.39
2161,1,84.69
2095,1,183.43
2392,2,56.04
2095,1,381.9
2414,1,49.34
1942,2,484.25
2321,1,84.13
2252,1,63.27
1929,1,104.11
2261,1,105.28
2182,1,188.94
2166,1,54.33
1931,1,85.49
1958,1,220.57
2093,1,102.26
1908,1,30.42
2033,1,192.23
2286,1,116.94
2214,1,50.05
2055,1,29.549999999999997
2307,1,102.03
2149,1,42.1
2150,1,34.09
2146,1,27.8
2324,1,110.42
1981,2,89.45
2015,1,221.31
2356,1,133.95
2153,1,134.59
2004,1,130.27
2221,1,57.0
1905,1,192.28
2434,1,67.63
2186,1,238.76
2285,1,459.5
1954,1,51.13
1992,1,52.69
2155,1,225.71
2250,2,38.68
1952,1,42.48
2323,1,148.28
1932,1,47.64
2351,1,237.98
2113,1,160.76
2151,1,175.78
2379,1,181.86
1971,1,97.18
2006,1,319.88
2083,1,100.53
2149,2,65.62
1898,1,37.83
2043,1,101.63
2139,1,70.03
2141,1,225.71
2101,1,174.41
2267,1,113.93
2244,1,52.68
2086,1,132.96
2148,1,31.91
2420,1,71.72
1899,1,81.14
2439,1,32.62
2014,1,45.69
2266,1,72.45
1897,1,119.37
2063,1,54.85
1982,1,40.84
1897,1,97.88
2028,1,151.61
2088,1,212.09
2106,1,91.18
1966,1,202.15
2408,3,163.43
2266,1,55.01
2156,1,831.72
2331,1,61.58
2303,1,52.47
2251,1,273.22
1992,1,163.92
2104,1,28.08
2390,1,2027.16
2102,1,65.01
1999,2,96.52
2257,1,217.02
2268,1,33.68
1905,1,79.52
2049,1,465.0
1951,1,227.6
2385,1,59.25
2006,1,99.43
2138,1,45.2
1970,1,72.84
2471,1,151.37
2270,1,212.03
2099,1,55.24
2296,1,74.05
2221,2,145.56
2311,1,106.78
2009,1,144.31
1880,1,320.76
2048,1,435.44
1952,1,22.38
2027,1,27.08
2120,1,217.64
2387,1,99.62
2029,1,119.94
2389,1,118.88
2402,1,151.53
1917,1,337.52
2359,1,67.96
2207,1,116.94
2065,1,96.72
2134,1,273.66
2020,1,114.22
2253,2,40.53
2153,1,113.62
2093,1,183.73
2386,1,345.18
2268,2,497.89
2222,1,373.97
2039,1,261.72
2138,1,147.15
1996,1,241.15
1883,1,78.98
1983,1,172.96
2061,1,188.55
1958,1,134.7
2069,1,41.72
2057,1,64.1
2130,1,386.79
2373,1,112.76
2000,1,99.9
2191,2,56.92
2236,1,106.06
2005,1,55.22
2265,1,330.66
1880,1,40.48
2141,1,120.7
1979,1,50.87
2013,2,336.24
1957,1,141.04
2316,1,117.35
2068,1,135.3
2437,1,34.85
2233,1,198.54
2283,1,215.37
2326,1,58.09
2249,1,107.78
1995,1,37.61
2311,1,106.56
2020,1,274.08
2361,1,49.51
1993,1,87.9
1911,1,468.26
2197,1,324.82
2148,1,761.95
1884,1,50.49
2035,1,141.73
2059,1,276.49
2300,4,193.5
2112,1,108.0
2209,5,137.18
2189,1,122.17
2054,1,173.27
1888,1,151.33
1885,1,561.64
2046,1,118.27
2373,1,315.76
2227,2,108.73
2443,1,86.09
1950,1,48.21
2345,1,614.38
1957,1,64.22
2128,1,169.64
2404,1,128.88
1893,1,62.68
1895,1,118.47
2365,1,217.61
2197,1,112.09
2149,1,48.09
1898,1,38.75
2230,2,159.14
1973,1,58.13
2162,1,56.92
2332,1,112.81
2168,1,200.21
2205,1,77.57
2170,1,43.34
2071,1,83.23
2310,1,159.12
2059,1,163.08
2436,1,1042.51
2201,1,135.77
2125,1,36.84
2162,1,265.49
2092,1,144.56
2236,1,131.61
2104,1,167.07
1917,1,193.84
2171,1,41.41
2014,1,109.48
2181,1,38.72
2069,1,49.91
2201,1,40.0
1984,1,45.690000000000005
2100,1,218.64
1946,1,127.53
2265,1,69.4
2327,1,53.0
2079,1,153.2
2210,1,92.67
2163,1,128.08
2102,1,98.62
1944,1,114.8
2059,1,335.47
1901,1,59.87
2182,2,62.52
2275,1,241.89
2046,1,289.26
2019,1,42.38
1982,2,356.13
2215,1,30.0
2040,1,107.41
2057,1,36.29
2308,1,177.68
1974,1,224.14
2043,1,168.59
2365,1,231.18
2149,1,103.93
2297,1,191.46
1932,1,198.08
1925,1,372.16
2010,1,101.16
2042,1,68.51
2022,1,111.15
2086,1,165.3
2350,1,109.5
2042,1,88.9
2096,1,26.05
2008,1,66.06
1951,1,35.45
2025,1,81.62
1945,1,53.35
1989,1,154.42
2213,1,77.57
2070,1,72.73
2120,1,284.02
2091,1,260.36
2008,1,199.48
2289,1,164.38
2346,1,133.76
2180,1,310.46
1938,1,135.04
2055,1,93.1
2159,1,46.14
1922,1,30.13
2289,1,227.51
2164,1,43.22
2440,1,207.58
2196,1,165.79
2132,1,77.57
2411,1,193.39
1994,1,52.39
1983,1,302.52
2238,1,208.59
2004,1,184.59
2079,1,141.13
2248,1,38.1
1884,1,206.18
2366,1,455.96
2327,1,128.06
2063,1,95.1
1936,1,144.96
2025,1,35.87
2306,1,105.28
1931,1,86.3
2230,1,92.78
2411,1,45.86
2210,1,112.14
2093,1,240.32
1903,1,246.87
2304,1,95.64
1979,1,136.67
2046,1,87.56
2069,1,182.61
2274,1,111.43
2427,1,80.95
2102,1,116.94
2394,1,309.72
1985,1,77.69
2325,1,66.01
2068,1,104.56
1986,1,112.02
2197,1,77.57
2074,1,34.69
2099,1,45.09
1982,1,621.07
1919,1,118.35
2268,2,89.32
2132,1,52.78
2005,1,50.4
2143,1,30.0
2098,1,65.53
2065,1,103.14
2041,1,117.51
2092,1,84.01
2014,1,351.35
2072,1,172.05
2140,1,299.39
1980,1,361.82
1928,1,58.08
2225,1,71.14
1931,1,56.6
2143,1,112.83
2153,1,342.38
1983,1,148.96
2037,1,139.03
1984,1,330.31
1948,1,46.28
2244,1,207.1
2124,1,147.25
2007,1,86.36
2189,1,125.29
1928,1,78.79
2248,1,38.48
2271,1,868.19
2212,1,179.6
1942,1,126.45
2132,1,70.79
1928,1,156.84
2130,1,85.23
1931,1,144.12
2316,1,72.05
2118,1,67.56
2365,1,36.96
2008,1,72.85
1975,1,133.28
2038,1,92.87
2065,1,254.22
2000,1,139.12
1972,1,99.37
1988,1,36.32
2318,1,760.32
2416,1,89.56
2112,2,85.14
2291,1,93.29
2087,1,231.26
2567,1,266.11
1929,1,224.04
2030,1,30.19
2406,1,62.84
2391,1,20.52
1980,1,292.98
2133,1,479.77
2382,1,89.7
1887,1,96.65
2136,1,79.17
2213,1,214.44
2349,1,33.09
2382,1,28.55
1959,1,120.69
2287,1,37.77
2244,1,100.5
1978,1,32.28
1977,1,43.42
2366,1,45.95
2109,1,368.6
2273,1,106.97
1889,1,23.78
2447,1,58.62
1952,1,41.38
1994,1,25.03
2071,1,21.77
1937,2,47.44
1897,1,57.98
2189,1,98.22
2093,1,80.1
2064,1,120.09
2344,1,172.03
2029,1,140.56
2080,1,236.84
2039,1,202.16
2212,1,167.2
2153,1,262.16
2055,1,34.0
2179,1,75.96000000000001
2338,1,59.11
2145,2,130.57
2105,1,106.38
1949,1,148.02
2283,1,184.84
1887,1,81.74
2024,1,126.68
2065,1,251.09
2062,1,35.72
2341,1,80.98
2352,1,40.17
2054,1,57.43
1935,1,133.4
2331,1,56.77
2272,1,237.94
2171,1,178.27
1889,1,161.51
2099,1,336.06
2298,1,24.6
2071,2,87.55
2300,1,451.76
2070,1,185.84
2127,1,85.5
2215,2,397.3
1983,1,508.84
1933,1,56.5
1916,1,67.11
2089,2,42.0
2085,1,43.09
2030,1,40.78
1976,1,61.79
2184,1,167.51
1935,1,58.28
1906,1,162.62
2325,1,228.24
2270,1,36.75
2354,1,168.28
1939,1,159.1
2012,1,210.22
2290,1,105.28
2101,1,115.35
1901,1,17.39
2051,1,274.64
2430,1,161.02
2056,1,286.09
1986,1,90.84
1901,1,30.1
2260,1,53.1
2153,1,35.77
2098,2,37.77
1935,1,116.82
2027,1,42.23
2156,1,86.72
2016,1,163.44
2105,1,49.34
1901,1,156.7
2255,1,59.68
2281,1,27.77
2315,1,115.2
1961,1,51.72
1902,1,88.29
2323,1,40.08
1977,1,165.04
1922,1,375.53
2161,1,90.66
2268,1,73.36
2179,1,64.82
1991,1,79.44
2091,1,50.63
2234,1,146.59
1880,1,86.54
2043,1,91.01
1901,1,145.4
1980,1,57.78
2118,1,508.02
2098,1,47.62
2020,1,102.07
2089,1,99.52
2170,1,61.07
1977,1,82.76
2412,1,68.7
1987,1,124.04
2038,1,46.13
2165,1,77.57
2120,1,83.25
1956,1,90.54
2235,1,195.0
1902,1,45.3
1918,2,168.14
2034,1,118.64
2037,1,1619.73
1969,1,81.31
2141,1,130.45
2435,1,641.18
2340,6,238.36
2365,1,38.82
1958,1,113.11
2036,1,138.12
1957,1,170.98
1918,1,216.58
2083,1,173.13
2331,1,120.49
2183,1,108.71
2279,1,386.76
2049,1,1218.34
1890,1,143.89
2318,1,60.59
1953,1,70.89
2402,1,97.11
2119,1,117.95
2050,1,74.08
2029,1,165.55
2058,1,105.35
2368,2,162.41
2294,1,133.85
2024,1,103.04
1961,1,107.1
1981,1,104.61
1952,1,84.42
2143,1,71.63
2366,1,135.53
2046,1,69.22
2069,1,79.24
1917,1,199.02
1975,1,237.8
1915,1,89.58
2213,1,348.07
2328,1,54.79
2181,1,77.57
2095,1,49.34
2299,1,143.78
2192,1,470.01
1961,1,321.51
2281,1,35.31
1913,1,114.91
2180,2,264.88
2195,1,57.5
1979,1,32.38
1994,1,128.06
2318,1,1120.37
2147,1,166.54
1953,1,313.86
2069,1,137.24
2418,1,198.45
2455,1,279.15
2363,1,113.88
2086,1,188.44
2056,1,143.12
2278,1,138.49
2140,1,222.71
2175,1,88.89
1884,1,59.09
2162,1,566.63
2041,1,381.86
2371,1,114.77
2006,2,142.34
2294,1,117.94
2109,1,27.75
2074,1,44.09
2148,1,370.59
2083,1,783.66
1922,1,186.38
2135,1,417.54
2225,1,310.26
1909,1,148.23
2120,1,51.72
2125,1,44.09
2283,1,54.0
2392,1,41.68
2034,1,102.48
1901,1,37.46
1901,1,57.39
2087,1,167.49
2156,1,2338.48
1888,1,180.37
1893,1,192.83
2254,1,61.74
2342,2,56.0
2248,1,106.97
2407,1,117.24
1946,1,257.78
2148,1,323.96
2188,1,406.23
1961,1,20.26
1886,1,274.81
2027,1,198.83
2145,9,364.18
1930,1,808.87
2074,2,61.88
1985,1,34.73
1996,1,131.57
1978,1,260.09
1891,1,252.02
1938,1,52.48
2051,1,74.17
2247,1,50.87
1902,1,419.39
2042,1,76.49
1885,1,60.42
1916,1,119.66
1890,1,76.5
2054,1,612.01
1895,1,83.94
2280,1,92.51
2036,1,553.52
2125,1,36.65
2088,1,46.75
2018,2,151.5
1948,1,96.65
2075,1,182.39
2090,1,1853.75
2202,1,50.0
2251,1,218.66
2073,1,121.87
1929,1,73.49
2136,1,96.8
1901,1,63.42
2455,1,27.86
2018,1,79.98
2211,2,308.27
1990,1,110.0
2083,1,118.75
2244,1,162.77
2052,1,236.17
2097,1,38.0
2286,1,102.03
2161,1,84.0
1968,1,208.4
1960,1,90.99
2153,1,66.23
2060,1,215.14
2194,1,71.14
2248,1,127.62
2214,1,35.69
2018,1,149.72
1898,1,47.44
2264,2,265.49
2189,1,228.62
1918,1,159.02
2439,1,73.13
2138,1,171.81
2155,1,173.82
2332,1,114.35
2417,1,79.62
1896,1,29.41
2142,1,41.04
2020,1,105.41
2404,2,166.61
1937,1,258.2
2236,1,47.69
2045,1,551.49
2353,1,71.5
2051,1,47.05
2396,1,29.51
2015,1,268.2
2059,2,27.75
2054,1,96.93
2099,1,73.83000000000001
2220,1,65.71
2044,1,591.87
1909,1,234.17
2024,1,35.93
2254,2,45.09
1943,1,20.19
2152,1,172.81
2070,1,80.2
1895,1,237.46
1885,1,109.72
1946,1,120.68
2384,1,87.9
2014,1,217.27
1889,2,379.32
2196,1,54.34
2149,1,245.15
1982,1,72.43
2327,1,108.69
1913,1,236.72
1938,1,93.11
2160,1,124.5
2145,1,229.66
2062,1,42.0
2072,2,39.09
2152,1,84.23
2158,1,260.19
2056,1,339.55
2148,1,67.91
2129,1,38.01
2118,1,167.07
2156,2,103.55
2167,1,291.32
2033,1,149.2
2325,1,70.38
2333,1,363.76
2273,1,96.02
2182,1,61.01
2275,1,145.74
2152,2,100.82
2253,1,104.37
1965,1,148.69
1953,1,174.13
2066,1,119.56
2292,1,120.04
2054,1,87.64
2366,1,51.52
2206,1,87.64
2059,1,381.88
2278,1,117.94
2076,1,76.98
2355,1,160.53
2150,1,133.28
2105,1,166.59
2324,1,76.04
1917,1,154.15
2033,1,323.89
1881,1,70.07
2114,2,262.94
1967,1,78.58
2420,2,81.78
2020,1,121.51
1912,1,274.9
1904,1,332.25
2293,2,74.88
2125,1,274.99
2080,2,224.6
2148,1,105.28
2091,1,87.72
2372,1,371.9
2344,1,51.75000000000001
1883,1,195.56
2042,1,69.38
1996,1,93.58
2336,1,75.79
1974,1,276.26
1876,1,37.46
2258,1,52.37
1935,1,107.32
2353,1,256.43
2143,1,37.99
2038,1,207.73
2042,1,49.18
2314,1,2026.54
2134,1,18.78
2219,1,62.01
2432,1,17.86
2018,1,199.69
2024,1,33.12
2177,1,16.05
2333,1,434.43
2428,1,88.23
2112,1,145.56
2048,1,111.53
2067,1,60.0
2248,1,141.35
2061,1,125.85
2013,1,194.31
2275,1,220.04
1880,1,92.21
2007,1,47.05
2434,1,178.26
2076,1,67.5
2164,1,37.77
2141,1,120.16
1922,1,150.98
1907,1,266.85
2350,1,140.63
2279,1,62.17
2188,1,46.77
2141,1,117.04
2186,1,117.94
2117,1,206.08
2051,1,69.85
1990,1,77.5
2136,1,65.71
2034,1,128.3
2188,1,146.85
2033,1,117.57
2304,1,203.63
2207,1,86.15
1888,1,158.77
2172,1,133.22
1964,1,138.75
2116,2,65.54
2297,1,86.02
1947,1,48.21
2337,1,105.38
2151,2,39.1
2163,1,204.25
2409,1,141.29
1912,1,114.77
2437,1,79.95
2014,1,72.76
1958,1,297.32
2034,1,68.22
1975,1,41.28
1892,1,111.35
2440,2,62.65
2109,1,149.7
1903,1,158.79
1917,1,268.84
2364,1,173.88
2052,1,173.23
2109,1,89.88
1964,1,31.69
2206,1,35.0
2209,1,33.68
2064,1,96.22
2126,1,137.85
1996,1,118.43
2262,1,77.57
2017,1,53.19
2014,1,89.45
2365,1,101.82
1893,1,63.55
2049,1,245.99
2058,1,92.98
2303,1,59.1
2158,1,65.71
2247,1,120.5
2346,1,22.84
2085,1,797.66
2108,1,38.5
2443,1,130.34
2168,1,211.28
2300,1,389.99
2322,1,79.1
2097,1,142.92
2390,1,74.74
2183,1,137.04
1990,1,32.87
2178,1,294.18
2055,1,26.27
1999,1,74.29
1928,1,533.32
2325,1,127.22
2109,1,57.69
2041,1,322.17
2347,2,263.52
2037,1,168.65
2411,1,778.47
2052,1,156.61
1942,1,24.76
2248,1,68.53
2286,1,27.0
2005,1,47.79
2302,1,40.13
2028,1,204.45
2325,1,47.74
2153,1,173.82
2034,1,113.05
2002,1,525.65
1956,1,285.79
1945,1,126.9
1992,1,163.55
2108,1,424.82
2145,1,88.74
2238,1,97.87
2348,1,819.05
1903,1,40.76
2197,1,196.63
2330,1,347.97
2023,1,90.58
2406,1,333.85
2059,1,144.54
2190,1,143.07
2414,1,414.18
2042,1,137.41
2127,1,137.6
1916,1,890.82
2200,1,526.78
2353,2,256.91
2160,1,116.85
2210,1,107.84
2043,1,138.73
2074,1,51.14
2300,1,67.62
2080,1,38.61
1982,1,36.23
1982,1,203.67
1993,2,344.51
2048,1,142.9
2151,2,46.8
2257,1,620.82
2095,1,35.77
2343,1,52.59
2166,1,55.78
2382,1,191.26
2049,1,32.37
2033,1,92.28
